Gene_ID,Gene_name,Fourier_score,P_value,FDR,Cell_cycle_phase
YPR155C,NCA2,2.598494861,0.67993,0.762781521,NA
YGR187C,HGH1,2.406418757,0.68035,0.76292006,NA
YJR004C,SAG1,2.437497225,0.6811,0.763607902,NA
YKL135C,APL2,2.423878323,0.68183,0.76427305,NA
YBR060C,ORC2,2.466771893,0.68241,0.764769828,NA
YIL084C,SDS3,2.430856532,0.68315,0.76544568,NA
YGR090W,UTP22,2.424019428,0.68394,0.766023763,NA
YNL024C-A,KSH1,2.422809719,0.68393,0.766023763,NA
YNL111C,CYB5,2.457638754,0.68428,0.766251042,NA
YGL108C,YGL108C,2.404888214,0.68529,0.76707471,NA
YKL037W,AIM26,2.385756383,0.68521,0.76707471,NA
YMR128W,ECM16,2.38255644,0.68555,0.767212112,NA
YKR104W,YKR104W,2.414011769,0.68697,0.768647378,NA
YCL037C,SRO9,2.404157846,0.68838,0.769762793,NA
YDR006C,SOK1,2.39307228,0.68827,0.769762793,NA
YAL063C-A,YAL063C-A,2.452518726,0.68837,0.769762793,NA
YBR177C,EHT1,2.423355842,0.68854,0.76978772,NA
YKL027W,YKL027W,2.362866889,0.68901,0.770005178,NA
YNR049C,MSO1,2.398741155,0.68899,0.770005178,NA
YGL086W,MAD1,2.345134644,0.68915,0.770007695,NA
YOR171C,LCB4,2.368516766,0.68929,0.770010212,NA
YGR068C,ART5,2.408874375,0.69004,0.770475494,NA
YMR269W,TMA23,2.370292255,0.69012,0.770475494,NA
YOR243C,PUS7,2.39036545,0.69003,0.770475494,NA
YOR078W,BUD21,2.356070729,0.6903,0.770522564,NA
YDR391C,YDR391C,3.110901064,0.69178,0.771745415,NA
YEL051W,VMA8,2.391393704,0.69234,0.771745415,NA
YJR119C,JHD2,2.385687988,0.6925,0.771745415,NA
YKL125W,RRN3,2.368138657,0.69211,0.771745415,NA
YKL054C,DEF1,2.381056825,0.69182,0.771745415,NA
YMR100W,MUB1,2.366870045,0.69241,0.771745415,NA
YOR098C,NUP1,2.367689386,0.69198,0.771745415,NA
YPL245W,YPL245W,2.413550168,0.69249,0.771745415,NA
YHR065C,RRP3,2.343928747,0.69268,0.771792147,NA
YBR155W,CNS1,2.339359335,0.69403,0.772526424,NA
YBR175W,SWD3,2.355333566,0.6938,0.772526424,NA
YNL259C,ATX1,2.571884029,0.69371,0.772526424,NA
YOR128C,ADE2,2.427924009,0.69365,0.772526424,NA
YPR167C,MET16,2.374174444,0.69395,0.772526424,NA
YOR382W,FIT2,2.3517807,0.69422,0.772584073,NA
YDR065W,RRG1,2.395362893,0.69454,0.772701273,NA
YOL148C,SPT20,2.37265939,0.69467,0.772701273,NA
YPR180W,AOS1,2.369349069,0.69474,0.772701273,NA
YNR021W,YNR021W,2.439316697,0.69534,0.77321476,NA
YMR120C,ADE17,2.350403128,0.69634,0.774172753,NA
YDL184C,RPL41A,2.377509369,0.69688,0.774533333,NA
YGR169C,PUS6,2.363442531,0.69702,0.774533333,NA
YHR196W,UTP9,2.319959017,0.69708,0.774533333,NA
YHR183W,GND1,2.342324334,0.69728,0.77460159,NA
YFR037C,RSC8,2.47409578,0.69785,0.774619043,NA
YJL168C,SET2,2.42491647,0.69769,0.774619043,NA
YKL139W,CTK1,2.958242368,0.69777,0.774619043,NA
YML010W,SPT5,2.3656969,0.69746,0.774619043,NA
YPL031C,PHO85,2.451444658,0.69814,0.774787095,NA
YDL037C,BSC1,2.31778027,0.69928,0.77585517,NA
YMR182W-A,YMR182W-A,2.350649004,0.69938,0.77585517,NA
YDR454C,GUK1,2.410282946,0.69954,0.77587869,NA
YEL063C,CAN1,2.330109706,0.70049,0.776778238,NA
YMR080C,NAM7,2.312570287,0.70126,0.777477866,NA
YOR027W,STI1,2.327425788,0.70188,0.778010946,NA
YDR045C,RPC11,2.304801025,0.7022,0.77821134,NA
YPL042C,SSN3,2.354197497,0.70356,0.779564004,NA
YNL248C,RPA49,2.308127641,0.70386,0.779741855,NA
YNL240C,NAR1,2.394715725,0.70431,0.779964461,NA
YMR232W,FUS2,2.323948377,0.70434,0.779964461,NA
YPL081W,RPS9A,2.282153511,0.70473,0.780241771,NA
YJR120W,YJR120W,2.531696318,0.70515,0.780552178,NA
YKL057C,NUP120,2.326187048,0.7055,0.780553394,NA
YOR287C,RRP36,2.288267976,0.70557,0.780553394,NA
YPL234C,VMA11,2.408166794,0.70541,0.780553394,NA
YMR068W,AVO2,2.38072195,0.70609,0.780753619,NA
YOR181W,LAS17,2.291035322,0.70617,0.780753619,NA
YPL217C,BMS1,2.281798288,0.706,0.780753619,NA
YFL024C,EPL1,2.262912534,0.70743,0.781528399,NA
YOL077C,BRX1,2.298257048,0.70743,0.781528399,NA
YOR387C,YOR387C,2.333450876,0.7071,0.781528399,NA
YPL020C,ULP1,2.356804723,0.70743,0.781528399,NA
YDR536W,STL1,2.311569585,0.71006,0.784278878,NA
YHR186C,KOG1,2.272482495,0.71021,0.784289589,NA
YBL042C,FUI1,2.298915544,0.71087,0.784863381,NA
YGR055W,MUP1,2.279606287,0.71263,0.786495893,NA
YIR005W,IST3,2.281422597,0.71261,0.786495893,NA
YDL159W-A,YDL159W-A,2.840259092,0.71279,0.786517193,NA
YMR189W,GCV2,2.286434028,0.71299,0.786582613,NA
YJR056C,YJR056C,2.248437264,0.71329,0.786758307,NA
YNL075W,IMP4,2.25859058,0.71367,0.787022154,NA
YCR020C-A,MAK31,2.25114148,0.71497,0.788188898,NA
YBR200W-A,YBR200W-A,3.500303917,0.71501,0.788188898,NA
YDR124W,YDR124W,2.265240477,0.71643,0.789575103,NA
YER173W,RAD24,2.351670066,0.71655,0.789575103,NA
YMR276W,DSK2,2.379632607,0.71751,0.790477119,NA
YJR014W,TMA22,2.274976283,0.71839,0.79129066,NA
YGL025C,PGD1,2.50692885,0.71861,0.79137532,NA
YPR187W,RPO26,2.298509487,0.71875,0.79137532,NA
YOL041C,NOP12,2.231532658,0.72143,0.794169693,NA
YOR076C,SKI7,2.411460944,0.72189,0.79451961,NA
YBR279W,PAF1,2.395242852,0.72221,0.794715335,NA
YMR168C,CEP3,2.26892851,0.72244,0.794811966,NA
YGL049C,TIF4632,2.204678557,0.72291,0.79517255,NA
YIL130W,ASG1,2.250865929,0.72386,0.79606087,NA
YPL243W,SRP68,2.23311556,0.72462,0.796739929,NA
YMR239C,RNT1,2.213529101,0.72478,0.796759135,NA
YIL002W-A,YIL002W-A,2.197890184,0.72534,0.797217971,NA
YKL205W,LOS1,2.195982168,0.7256,0.797346963,NA
YJR058C,APS2,2.224608155,0.72643,0.798102142,NA
YNL002C,RLP7,2.191973663,0.72689,0.798450599,NA
YKL214C,YRA2,2.214798977,0.72722,0.798656149,NA
YDL143W,CCT4,2.209483532,0.72751,0.798660821,NA
YNR044W,AGA1,2.20744602,0.72738,0.798660821,NA
YML046W,PRP39,2.255688422,0.72836,0.799436953,NA
YDL148C,NOP14,2.183526697,0.72889,0.799861622,NA
YCL032W,STE50,2.213035796,0.72909,0.799924063,NA
YKL144C,RPC25,2.167639547,0.72936,0.80001597,NA
YOR161C-C,YOR161C-C,2.224011227,0.72946,0.80001597,NA
YOR068C,VAM10,2.231652674,0.72996,0.800407297,NA
YPL189C-A,COA2,2.183541483,0.73014,0.800447656,NA
YDR420W,HKR1,2.160090388,0.7306,0.800637914,NA
YKR046C,PET10,2.34164349,0.73052,0.800637914,NA
YLR114C,AVL9,2.308764498,0.73083,0.800732987,NA
YCR089W,FIG2,2.176181525,0.73147,0.800963232,NA
YER057C,HMF1,2.246575898,0.73135,0.800963232,NA
YGL098W,USE1,2.172963773,0.73137,0.800963232,NA
YEL023C,YEL023C,2.219476732,0.73249,0.801923051,NA
YDR186C,YDR186C,2.196310025,0.73317,0.802510339,NA
YKR079C,TRZ1,2.213003569,0.73396,0.803217776,NA
YOR047C,STD1,2.310351022,0.73597,0.805113151,NA
YPL156C,PRM4,2.17186887,0.73598,0.805113151,NA
YHR072W-A,NOP10,2.171410151,0.73613,0.805119683,NA
YBR271W,YBR271W,2.149397494,0.73686,0.805445327,NA
YER133W,GLC7,2.313549556,0.73683,0.805445327,NA
YLR367W,RPS22B,2.14999551,0.73686,0.805445327,NA
YJL101C,GSH1,2.16517737,0.73726,0.805725005,NA
YCR101C,YCR101C,2.164295108,0.73827,0.806003554,NA
YER013W,PRP22,2.183835855,0.73783,0.806003554,NA
YGL057C,GEP7,2.163805301,0.73838,0.806003554,NA
YMR062C,ARG7,2.166310591,0.73803,0.806003554,NA
YNL277W,MET2,2.210592596,0.73833,0.806003554,NA
YOR329C,SCD5,2.543783455,0.73771,0.806003554,NA
YCL058W-A,ADF1,2.149415094,0.73906,0.806588325,NA
YHR001W,OSH7,2.237404299,0.73941,0.806775332,NA
YOR359W,VTS1,2.158965309,0.73952,0.806775332,NA
YPR168W,NUT2,2.161382472,0.74004,0.807185093,NA
YOR268C,YOR268C,2.367494212,0.74021,0.807213012,NA
YGL244W,RTF1,2.161147176,0.74052,0.807393563,NA
YPL112C,PEX25,2.150229958,0.74077,0.807508639,NA
YHR086W-A,YHR086W-A,2.190482044,0.74127,0.807738655,NA
YHR164C,DNA2,2.134101087,0.74121,0.807738655,NA
YER072W,VTC1,2.115958649,0.74155,0.807859567,NA
YPR001W,CIT3,2.82602342,0.74167,0.807859567,NA
YGR013W,SNU71,2.350065429,0.7421,0.808170466,NA
YOL038W,PRE6,2.152798199,0.74269,0.808655454,NA
YLR068W,FYV7,2.108863496,0.74314,0.808971826,NA
YLR146W-A,YLR146W-A,2.111415135,0.74327,0.808971826,NA
YLR420W,URA4,2.173373106,0.74346,0.809021102,NA
YIR029W,DAL2,2.159019476,0.74374,0.809168276,NA
YLR139C,SLS1,2.139595575,0.74437,0.809696108,NA
YDR042C,YDR042C,2.214905261,0.74595,0.811039016,NA
YHL039W,EFM1,2.127917351,0.74622,0.811039016,NA
YHR029C,YHI9,2.114980626,0.74633,0.811039016,NA
YHR060W,VMA22,2.548998223,0.7462,0.811039016,NA
YJR051W,OSM1,2.129635083,0.74627,0.811039016,NA
YLR036C,YLR036C,2.456533629,0.74689,0.811451613,NA
YMR272W-B,YMR272W-B,2.254654414,0.747,0.811451613,NA
YNL007C,SIS1,2.127514538,0.7474,0.811728385,NA
YDR195W,REF2,2.087449441,0.74788,0.812091919,NA
YGR241C,YAP1802,2.228054382,0.74909,0.813187612,NA
YHR137W,ARO9,2.086338544,0.74918,0.813187612,NA
YDR244W,PEX5,2.284809076,0.75182,0.815593364,NA
YLR238W,FAR10,2.475754505,0.75192,0.815593364,NA
YNL162W-A,YNL162W-A,2.088577026,0.75155,0.815593364,NA
YPL058C,PDR12,2.074426684,0.75198,0.815593364,NA
YDR381W,YRA1,2.07952322,0.75254,0.816035919,NA
YIL056W,VHR1,2.092379006,0.75268,0.816035919,NA
YAL039C,CYC3,2.176845246,0.7537,0.816779167,NA
YHR007C,ERG11,2.215237056,0.75394,0.816779167,NA
YNL004W,HRB1,2.129062639,0.75395,0.816779167,NA
YGR236C,SPG1,2.142405726,0.75363,0.816779167,NA
YIL113W,SDP1,2.073174903,0.75415,0.816837531,NA
YPR169W,JIP5,2.051895288,0.75572,0.818379465,NA
YML105C,SEC65,2.055302379,0.75617,0.818708174,NA
YDR449C,UTP6,2.054680847,0.75632,0.818712006,NA
YPL259C,APM1,2.127603532,0.75686,0.819137928,NA
YER168C,CCA1,2.074150243,0.75786,0.82006144,NA
YPL105C,SYH1,2.079423445,0.7584,0.820486936,NA
YLR285W,NNT1,2.157192984,0.75922,0.821215132,NA
YMR310C,YMR310C,2.053815395,0.76018,0.822094448,NA
YJR086W,STE18,2.062586859,0.76066,0.822454429,NA
YGL087C,MMS2,2.214974358,0.76134,0.823030478,NA
YAL020C,ATS1,2.428463496,0.76196,0.823541454,NA
YOR222W,ODC2,2.030586472,0.76212,0.823555152,NA
YCL030C,HIS4,2.028632636,0.76241,0.823709296,NA
YFL040W,YFL040W,2.240737139,0.7636,0.824835556,NA
YHR199C,AIM46,2.166729178,0.76381,0.824902995,NA
YCR068W,ATG15,2.523101967,0.76459,0.825571776,NA
YDR046C,BAP3,2.048471429,0.76493,0.825571776,NA
YGR203W,YCH1,2.038638506,0.76502,0.825571776,NA
YOR196C,LIP5,2.019349729,0.76475,0.825571776,NA
YBR167C,POP7,1.997568804,0.76598,0.826323442,NA
YBR269C,FMP21,2.365958219,0.76616,0.826323442,NA
YGL119W,COQ8,1.982708473,0.76607,0.826323442,NA
YNL066W,SUN4,2.041292109,0.76671,0.826757118,NA
YGR031C-A,NAG1,2.324185437,0.76702,0.82693188,NA
YPR101W,SNT309,2.125686524,0.76751,0.827300598,NA
YML050W,AIM32,2.015024625,0.7679,0.827561404,NA
YNL050C,YNL050C,1.983342724,0.76862,0.828177679,NA
YBL054W,TOD6,2.003863805,0.76969,0.829023599,NA
YLR022C,SDO1,2.062599978,0.76985,0.829023599,NA
YML116W,ATR1,2.021728994,0.76973,0.829023599,NA
YDR496C,PUF6,1.994998578,0.7702,0.829240755,NA
YDR320C,SWA2,2.129300209,0.77062,0.829321424,NA
YLR224W,YLR224W,2.030980163,0.77072,0.829321424,NA
YPL263C,KEL3,1.995573659,0.77046,0.829321424,NA
YDR463W,STP1,1.986354287,0.77136,0.829722936,NA
YOR161C,PNS1,2.146296673,0.77139,0.829722936,NA
YAL062W,GDH3,2.074418702,0.77236,0.830606464,NA
YIL074C,SER33,1.971849026,0.77307,0.830730738,NA
YIR034C,LYS1,1.966379492,0.7727,0.830730738,NA
YKR080W,MTD1,2.037679538,0.7729,0.830730738,NA
YLR278C,YLR278C,2.084675874,0.77306,0.830730738,NA
YPL111W,CAR1,1.986193847,0.77367,0.831215702,NA
YLR321C,SFH1,2.079697551,0.77443,0.831712526,NA
YNR069C,BSC5,1.977977359,0.77437,0.831712526,NA
YGR240C-A,YGR240C-A,1.964023616,0.77601,0.833249308,NA
YDR303C,RSC3,1.960911681,0.77637,0.833475763,NA
YNL124W,NAF1,1.978117032,0.7767,0.833669931,NA
YCR100C,YCR100C,2.021859712,0.77775,0.834636687,NA
YJR016C,ILV3,1.964605731,0.77799,0.834733992,NA
YOL133W,HRT1,1.954125225,0.77936,0.836043447,NA
YFL002C,SPB4,1.934098136,0.77981,0.836365675,NA
YNL219C,ALG9,1.968828184,0.78124,0.837738653,NA
YKL173W,SNU114,1.928798663,0.78162,0.837985386,NA
YDL088C,ASM4,1.956846562,0.78197,0.838039168,NA
YMR156C,TPP1,2.264139778,0.78185,0.838039168,NA
YEL055C,POL5,1.956203236,0.78215,0.838071401,NA
YBL060W,YEL1,1.944383129,0.78286,0.838392912,NA
YER171W,RAD3,1.927152609,0.7829,0.838392912,NA
YGL099W,LSG1,1.933558279,0.78266,0.838392912,NA
YGL171W,ROK1,1.923475138,0.78373,0.838938809,NA
YKL033W,TTI1,1.932145047,0.78375,0.838938809,NA
YPR108W-A,YPR108W-A,1.951628496,0.78386,0.838938809,NA
YDL235C,YPD1,1.955870568,0.78429,0.839238342,NA
YJL130C,URA2,1.913289258,0.78487,0.839698239,NA
YJR088C,EMC2,1.924050352,0.78505,0.8397301,NA
YDR152W,GIR2,1.903755394,0.78539,0.839933059,NA
YKR071C,DRE2,1.939485875,0.78561,0.840007632,NA
YLR447C,VMA6,1.90319534,0.78636,0.840648766,NA
YBR153W,RIB7,1.985066049,0.78689,0.841054512,NA
YOR298C-A,MBF1,1.914177063,0.78846,0.842571478,NA
YMR009W,ADI1,1.886975311,0.78909,0.843083544,NA
YDR054C,CDC34,2.153632823,0.79003,0.843926562,NA
YGR136W,LSB1,1.929674701,0.79027,0.844021647,NA
YDL085C-A,YDL085C-A,2.271026238,0.79257,0.846186784,NA
YJL127C-B,YJL127C-B,1.915331793,0.7926,0.846186784,NA
YEL038W,UTR4,1.860499095,0.79424,0.847740199,NA
YNL186W,UBP10,1.889217391,0.79451,0.847740199,NA
YOL051W,GAL11,1.864370857,0.79445,0.847740199,NA
YLR221C,RSA3,1.857035684,0.79528,0.848399847,NA
YGL040C,HEM2,1.920151251,0.79605,0.849059244,NA
YDL153C,SAS10,1.847224033,0.79628,0.849129849,NA
YIL095W,PRK1,1.882282956,0.79642,0.849129849,NA
YGL056C,SDS23,1.912525937,0.79729,0.849733289,NA
YOR030W,DFG16,1.849814902,0.79727,0.849733289,NA
YBL106C,SRO77,1.871664406,0.79781,0.85012541,NA
YDL036C,PUS9,2.05612202,0.79824,0.850421498,NA
YOR154W,SLP1,1.853523593,0.79902,0.851023986,NA
YPR069C,SPE3,1.839323112,0.79911,0.851023986,NA
YER069W,"ARG5,6",1.842480686,0.79968,0.8514688,NA
YGR273C,YGR273C,1.851191446,0.8011,0.85281832,NA
YKL143W,LTV1,1.840632639,0.80167,0.853262624,NA
YNL106C,INP52,1.814817034,0.80235,0.853823815,NA
YBR238C,YBR238C,1.826348292,0.80256,0.853884735,NA
YBR063C,YBR063C,1.831149963,0.80316,0.854360495,NA
YJR153W,PGU1,1.852787133,0.80356,0.854623364,NA
YLR030W,YLR030W,1.84649315,0.80448,0.855439072,NA
YIL164C,NIT1,1.833569052,0.80486,0.855680373,NA
YDR387C,YDR387C,1.903950722,0.80547,0.855968086,NA
YGL246C,RAI1,1.811448742,0.80559,0.855968086,NA
YPL193W,RSA1,1.820099127,0.80535,0.855968086,NA
YIL105C,SLM1,1.86066625,0.80585,0.856081623,NA
YKR052C,MRS4,1.87196816,0.80647,0.856577484,NA
YBL081W,YBL081W,1.82047734,0.80668,0.856602469,NA
YPR112C,MRD1,1.813231988,0.8068,0.856602469,NA
YDR139C,RUB1,2.380243126,0.80727,0.85693872,NA
YER169W,RPH1,1.834014515,0.80783,0.857370363,NA
YNL182C,IPI3,1.800952644,0.80878,0.85821568,NA
YGL233W,SEC15,1.803087394,0.8092,0.858498387,NA
YDR384C,ATO3,1.815449947,0.80978,0.858950702,NA
YER048W-A,ISD11,1.95455927,0.81033,0.85937103,NA
YFR009W,GCN20,1.841397792,0.81088,0.859791199,NA
YBR021W,FUR4,1.810376951,0.81176,0.860561047,NA
YJL136W-A,YJL136W-A,1.814343229,0.812,0.860652256,NA
YPL244C,HUT1,1.767924812,0.81307,0.861622995,NA
YLR435W,TSR2,1.773833432,0.81369,0.861953212,NA
YML062C,MFT1,1.791835021,0.8136,0.861953212,NA
YER055C,HIS1,1.785756741,0.81392,0.862033498,NA
YPL147W,PXA1,1.803382241,0.81481,0.862812635,NA
YIL090W,ICE2,1.769858027,0.81599,0.863756088,NA
YPR083W,MDM36,1.78734871,0.81601,0.863756088,NA
YIL104C,SHQ1,1.75108867,0.81653,0.864142881,NA
YAL042W,ERV46,2.955351056,0.81773,0.865201665,NA
YGL195W,GCN1,1.747807045,0.81784,0.865201665,NA
YJL189W,RPL39,1.750868447,0.81818,0.865397578,NA
YLR144C,ACF2,1.742954956,0.81857,0.865414032,NA
YLR408C,BLS1,1.783377893,0.81866,0.865414032,NA
YOR217W,RFC1,1.745816102,0.81837,0.865414032,NA
YGR260W,TNA1,1.733041638,0.8197,0.866349593,NA
YDR524W-C,YDR524W-C,1.785224772,0.81997,0.866471134,NA
YDR266C,YDR266C,1.739541209,0.82095,0.867342752,NA
YDL224C,WHI4,1.806227024,0.82111,0.867347865,NA
YBR257W,POP4,1.716925212,0.82154,0.867579826,NA
YPR121W,THI22,1.726821958,0.82164,0.867579826,NA
YKL201C,MNN4,1.761181166,0.82211,0.867912162,NA
YML005W,TRM12,1.759426767,0.82244,0.868096601,NA
YER002W,NOP16,1.741086749,0.82309,0.868618671,NA
YER137C,YER137C,1.720221471,0.82382,0.869092565,NA
YKL152C,GPM1,1.73057082,0.82385,0.869092565,NA
YER177W,BMH1,1.711234192,0.82449,0.869603604,NA
YDR478W,SNM1,1.697488432,0.82508,0.870024142,NA
YER079W,YER079W,1.985746476,0.8252,0.870024142,NA
YGR105W,VMA21,2.200723233,0.82552,0.870033333,NA
YPR134W,MSS18,1.743392236,0.82545,0.870033333,NA
YDL133C-A,RPL41B,1.718913862,0.82691,0.871334006,NA
YOL064C,MET22,1.74506715,0.8274,0.871686016,NA
YBL067C,UBP13,1.935945823,0.82813,0.872147419,NA
YER100W,UBC6,1.722891885,0.82815,0.872147419,NA
YCR077C,PAT1,1.749028464,0.82891,0.872707306,NA
YGR096W,TPC1,1.717079404,0.82908,0.872707306,NA
YJL214W,HXT8,1.691327121,0.82915,0.872707306,NA
YAR029W,YAR029W,1.706348647,0.82941,0.872816623,NA
YOL116W,MSN1,1.741789253,0.82966,0.872915377,NA
YBR005W,RCR1,1.817547054,0.83062,0.873596576,NA
YKL021C,MAK11,1.669495292,0.8305,0.873596576,NA
YER081W,SER3,1.684128874,0.83099,0.873656968,NA
YFL049W,SWP82,1.673475387,0.83087,0.873656968,NA
YGR280C,PXR1,1.665899131,0.83147,0.873997236,NA
YBL076C,ILS1,1.684070222,0.83197,0.874358394,NA
YHR131C,YHR131C,1.680963287,0.83223,0.874467237,NA
YBR150C,TBS1,1.722758005,0.83336,0.875490021,NA
YLL018C,DPS1,1.709125514,0.83382,0.875644148,NA
YDL122W,UBP1,1.651639855,0.8338,0.875644148,NA
YBR095C,RXT2,1.974407176,0.83463,0.876330147,NA
YML017W,PSP2,1.672483288,0.83481,0.876354535,NA
YBR081C,SPT7,1.772065205,0.83572,0.8771451,NA
YLL006W,MMM1,1.636117189,0.83635,0.877602721,NA
YOL009C,MDM12,1.669650742,0.83647,0.877602721,NA
YDR398W,UTP5,1.662043639,0.83664,0.877616363,NA
YMR093W,UTP15,1.649739374,0.83704,0.877738004,NA
YNL067W-B,YNL067W-B,1.756649626,0.83707,0.877738004,NA
YPR137W,RRP9,1.67145476,0.83727,0.877783065,NA
YLR051C,FCF2,1.675585501,0.83773,0.878001968,NA
YLR152C,YLR152C,1.647110938,0.83795,0.878001968,NA
YMR034C,YMR034C,1.65571303,0.8379,0.878001968,NA
YMR309C,NIP1,1.644884875,0.83816,0.878057421,NA
YOR324C,FRT1,1.64586166,0.83872,0.878479445,NA
YDR452W,PPN1,1.651346804,0.84116,0.880870064,NA
YJR082C,EAF6,1.615102796,0.84168,0.881249522,NA
YIL153W,RRD1,2.038400919,0.84247,0.881746358,NA
YLL011W,SOF1,1.615493156,0.84243,0.881746358,NA
YIL041W,GVP36,2.180933475,0.84342,0.882514842,NA
YLR264W,RPS28B,1.611100017,0.84352,0.882514842,NA
YLR276C,DBP9,1.60747538,0.84383,0.882673971,NA
YFL001W,DEG1,1.605515567,0.84405,0.882738915,NA
YGL172W,NUP49,1.671794814,0.8445,0.882879185,NA
YPR162C,ORC4,1.671892645,0.84446,0.882879185,NA
YDL207W,GLE1,1.594420833,0.84481,0.883038126,NA
YNL016W,PUB1,1.684053892,0.84542,0.883439421,NA
YOR351C,MEK1,1.613126133,0.84551,0.883439421,NA
YLR419W,YLR419W,1.640445066,0.84679,0.884611493,NA
YLR410W,VIP1,1.642120496,0.84725,0.884926663,NA
YIL134C-A,YIL134C-A,1.605200114,0.84771,0.885241715,NA
YNR039C,ZRG17,1.586779747,0.84796,0.885337393,NA
YDR019C,GCV1,1.623216782,0.84834,0.885413835,NA
YOR168W,GLN4,1.558958764,0.84835,0.885413835,NA
YLR237W,THI7,1.602697786,0.84895,0.88587465,NA
YDR300C,PRO1,1.566108638,0.84978,0.886327873,NA
YER175C,TMT1,1.569684557,0.84978,0.886327873,NA
YHR072W,ERG7,1.585610265,0.84986,0.886327873,NA
YKL010C,UFD4,1.904119624,0.85151,0.887790414,NA
YML049C,RSE1,1.596566179,0.85158,0.887790414,NA
YNL042W,BOP3,1.599713742,0.85185,0.887906302,NA
YHR052W,CIC1,1.554087377,0.85213,0.888032569,NA
YGL029W,CGR1,1.559115907,0.85276,0.888192361,NA
YKL006C-A,SFT1,1.600775055,0.85262,0.888192361,NA
YPR127W,YPR127W,1.66980941,0.85276,0.888192361,NA
YNL255C,GIS2,1.773961845,0.85315,0.888433029,NA
YGL063W,PUS2,1.974608046,0.85479,0.889975061,NA
YDR240C,SNU56,1.642270628,0.85608,0.89098626,NA
YOL145C,CTR9,1.547374397,0.85604,0.89098626,NA
YHR081W,LRP1,1.540383452,0.85642,0.8911742,NA
YCL045C,EMC1,2.020239853,0.85685,0.891425047,NA
YOR159C,SME1,1.623902567,0.85698,0.891425047,NA
YLR430W,SEN1,1.559697658,0.85724,0.8915296,NA
YLR016C,PML1,1.529703785,0.85768,0.89182128,NA
YER091C,MET6,1.532741059,0.85785,0.891832155,NA
YDR265W,PEX10,1.570803665,0.85836,0.89219643,NA
YHR200W,RPN10,1.597025478,0.85911,0.892644033,NA
YKR097W,PCK1,1.542614784,0.85907,0.892644033,NA
YMR015C,ERG5,1.63488995,0.85942,0.892800186,NA
YOL155C,HPF1,1.540907331,0.8607,0.893911926,NA
YPR058W,YMC1,1.481326006,0.86081,0.893911926,NA
YDR281C,PHM6,1.527090349,0.86131,0.894265026,NA
YDR259C,YAP6,1.551791721,0.86176,0.894566091,NA
YPL235W,RVB2,1.514739747,0.86273,0.89540674,NA
YIL096C,YIL096C,1.495847797,0.86329,0.895821626,NA
YDR534C,FIT1,1.686484546,0.86442,0.896733921,NA
YOR202W,HIS3,1.624080822,0.86449,0.896733921,NA
YDR419W,RAD30,1.579714079,0.86559,0.897708367,NA
YNL110C,NOP15,1.453352633,0.86876,0.900828863,NA
YML108W,YML108W,1.457744126,0.86986,0.901802188,NA
YHL019C,APM2,1.509429661,0.87051,0.901974217,NA
YKL196C,YKT6,1.49773456,0.87049,0.901974217,NA
YBR019C,GAL10,1.467337622,0.8702,0.901974217,NA
YGL014W,PUF4,1.426996665,0.87323,0.904122189,NA
YMR039C,SUB1,1.470208479,0.87294,0.904122189,NA
YOL114C,YOL114C,1.463901094,0.87288,0.904122189,NA
YOL010W,RCL1,1.437109481,0.87311,0.904122189,NA
YOL081W,IRA2,1.433550316,0.87361,0.90434813,NA
YDR233C,RTN1,1.447582368,0.87485,0.905464081,NA
YBR136W,MEC1,1.400992066,0.87647,0.906972843,NA
YMR176W,ECM5,1.419317281,0.87698,0.90733263,NA
YKL174C,TPO5,1.413801514,0.87751,0.907712972,NA
YOL062C,APM4,1.477829479,0.87829,0.90835173,NA
YJR135W-A,TIM8,1.771702736,0.87956,0.909496929,NA
YER033C,ZRG8,1.378667641,0.87987,0.909649214,NA
YBR210W,ERV15,1.683222,0.88094,0.910587019,NA
YKR102W,FLO10,1.381728009,0.88122,0.910708042,NA
YOL098C,YOL098C,1.406155065,0.88402,0.913264055,NA
YOR137C,SIA1,1.427116158,0.88401,0.913264055,NA
YOR337W,TEA1,1.374378685,0.88496,0.914066223,NA
YER183C,FAU1,1.370771424,0.88579,0.914754498,NA
YOR183W,FYV12,1.361822297,0.88679,0.915618046,NA
YGR163W,GTR2,1.399428337,0.8872,0.915703102,NA
YOL117W,RRI2,1.394779458,0.88714,0.915703102,NA
YOR087W,YVC1,1.413336727,0.88771,0.916060347,NA
YDR317W,HIM1,1.348601173,0.88816,0.916355556,NA
YLR117C,CLF1,1.338773906,0.88888,0.916929175,NA
YLR147C,SMD3,1.317145645,0.89043,0.918153892,NA
YPL085W,SEC16,1.326669453,0.89056,0.918153892,NA
YPR193C,HPA2,1.344000541,0.89041,0.918153892,NA
YJL014W,CCT3,1.383073078,0.89148,0.918932915,NA
YDL210W,UGA4,1.747684032,0.89172,0.919010841,NA
YER052C,HOM3,1.333223933,0.89255,0.919696682,NA
YIL143C,SSL2,1.582103973,0.89295,0.919939274,NA
YDR184C,ATC1,1.31734609,0.89371,0.920552589,NA
YGR126W,YGR126W,1.343631907,0.89389,0.920568368,NA
YLR262C-A,TMA7,1.971473969,0.89646,0.92296768,NA
YMR121C,RPL15B,1.286354741,0.89655,0.92296768,NA
